frame_index,gt_x,gt_y,gt_z,raw_se3_x,raw_se3_y,raw_se3_z,hsi_se3_x,hsi_se3_y,hsi_se3_z,raw_sim3_x,raw_sim3_y,raw_sim3_z,hsi_sim3_x,hsi_sim3_y,hsi_sim3_z
800,-4.523198094684549,-0.17315668950324348,48.53794866800281,9.241883412155453,-0.20301684149955695,64.69494869469305,0.22039459525823235,-0.2182424586487931,54.409842497598994,-4.795506177244444,-0.2267078464171963,48.69137708613529,-4.7955062359688325,-0.22670782309852236,48.691376980209476
801,-4.491815533954565,-0.17778561601882492,48.578865110873906,9.243181121586273,-0.2033235156694054,64.6986869963971,0.24045336469125325,-0.2229827380275709,54.4676256399313,-4.765016355672601,-0.2339131887667981,48.77920888363226,-4.765016414801218,-0.23391316393590872,48.77920877278766
803,-4.429028477985333,-0.18408050725703057,48.659900724887564,9.245749151081311,-0.202589732514143,64.701608813215,0.28014754948866627,-0.21164060929165668,54.5127883318097,-4.704680228620349,-0.21667287522278617,48.84785728159255,-4.704680281026483,-0.2166728502679732,48.84785717135561
805,-4.365789380390115,-0.18327529320960212,48.74030309915513,9.248264701972182,-0.20317749223583442,64.70375716395478,0.31903056336863095,-0.22072564621856394,54.54599552199945,-4.64557709197361,-0.23048235261107264,48.89833301150054,-4.645577146927622,-0.23048232906613758,48.89833291433403
807,-4.299882378894756,-0.1816445846343506,48.819175779819204,9.252383989698984,-0.20321061197471657,64.70932711841525,0.3827026179005404,-0.22123758126245321,54.63209063939311,-4.548793987211983,-0.23126050441072735,49.029199685988516,-4.548794063472034,-0.231260482880096,49.02919960291643
809,-4.232219662982889,-0.1805720586562592,48.90369421243639,9.25492189429767,-0.20282807045252293,64.71239472883951,0.42193117581591655,-0.21532460789796312,54.67950685168744,-4.489165647814516,-0.2222726505210272,49.1012735202895,-4.489165693970254,-0.22227261844234147,49.10127340774913
811,-4.161943879444071,-0.183891769149345,48.9885101914403,9.257970644697172,-0.20299760636629816,64.71503664653211,0.46905588130515025,-0.2179451448020892,54.720343144288314,-4.417534931808166,-0.22625591490846067,49.16334565842894,-4.417534986625968,-0.22625589876453336,49.163345573377555
813,-4.0870673325843265,-0.19036043772941022,49.071590483188345,9.260387405408757,-0.20284553430778304,64.7171628956739,0.5064119092497235,-0.2155945399988763,54.75320866366507,-4.360752880966903,-0.22268296566414805,49.21330210893364,-4.36075290857449,-0.22268292185161706,49.21330196834605
815,-4.008029904682104,-0.19742735812907114,49.15424352884262,9.263597346201417,-0.20317530681529514,64.72167047049328,0.5560281482624226,-0.22069188165710957,54.82288255073644,-4.285334979470673,-0.2304310059222686,49.319208060374244,-4.28533500920842,-0.23043100610517603,49.31920798436323
816,-3.967049088794656,-0.1985776681685928,49.196617186069204,9.265763196327583,-0.20331081039059065,64.72242168317061,0.5895058065012586,-0.2227863517699037,54.83449407882755,-4.234448099611621,-0.23361467688510748,49.33685788239944,-4.234448148166372,-0.23361465201093523,49.3368577916539
