frame_index,gt_x,gt_y,gt_z,raw_se3_x,raw_se3_y,raw_se3_z,hsi_se3_x,hsi_se3_y,hsi_se3_z,raw_sim3_x,raw_sim3_y,raw_sim3_z,hsi_sim3_x,hsi_sim3_y,hsi_sim3_z
600,19.079168736934523,0.5476975515484729,-32.70978116989123,7.028609058624418,0.44803454594495523,-29.708637445334144,15.044827092963297,0.5155339290184356,-31.668814340881625,19.25221498042195,0.5509616424836092,-32.697631733018504,19.25221493127265,0.5509616190292859,-32.69763172035522
601,19.038156926631785,0.5477340891957188,-32.70857954025255,7.027359192180465,0.44820773024505045,-29.707439755979184,15.025218947162932,0.5182508780489761,-31.650024762075457,19.222971317072897,0.5550137101215806,-32.6696088794867,19.222971268932348,0.555013687024591,-32.6696088719065
602,18.995563924312442,0.545936532318584,-32.70726728439317,7.025340058878751,0.4480316535496059,-29.707595346419613,14.993542393143825,0.5154885528463254,-31.652465692714426,19.175728785826536,0.5508939678642316,-32.673249296014575,19.175728737217707,0.5508939448356626,-32.67324928503525
603,18.94916003942475,0.543362982571116,-32.705073833465455,7.022545219079763,0.448072286152161,-29.70714449753661,14.949696407578411,0.5161260056800864,-31.645392688121674,19.11033671566451,0.5518446663615514,-32.66270059057522,19.11033666955831,0.5518446443876838,-32.66270057940302
604,18.904362142085883,0.5406199172139079,-32.703227519988886,7.020892560250501,0.4479316141542132,-29.70702071788873,14.923769170272461,0.5139191165609038,-31.643450804676764,19.071668745444462,0.5485533030558737,-32.65980446485754,19.071668690397427,0.548553281661145,-32.659804447135066
605,18.862478673457947,0.5381670072674662,-32.70122098922715,7.019514368320574,0.448194637943249,-29.706930078689368,14.90214783124039,0.5180454833777305,-31.642028846259276,19.039422595446467,0.5547073838991284,-32.65768374048315,19.03942254410514,0.5547073606399568,-32.657683733007055
606,18.81766170263275,0.5381515696644699,-32.69816541671739,7.017636566588089,0.44785848764815683,-29.70725961826176,14.872688513064494,0.5127718937716341,-31.64719872436747,18.99548685977906,0.5468423307073067,-32.66539411974955,18.99548680626014,0.5468423092816006,-32.66539410864766
607,18.775328099727496,0.5388814285397445,-32.69560575485218,7.0158262447147255,0.44817647106798525,-29.707011680669936,14.844287842802748,0.5177604801785174,-31.643309032382497,18.953129979430585,0.5542823256963991,-32.65959301715821,18.953129939893035,0.5542823057975179,-32.65959300740257
608,18.734581410884708,0.5406888201832682,-32.69345808029161,7.014490745630035,0.4477763046046296,-29.70616841224687,14.82333626974483,0.5114825904548533,-31.630079673042236,18.92188273231501,0.544919458652024,-32.63986270277431,18.92188268509179,0.5449194374693427,-32.63986269116237
609,18.690800130367137,0.5445100143551741,-32.69079923629748,7.012917219987505,0.44827661428864907,-29.70632725235625,14.79865048798142,0.5193315447717665,-31.63257159648871,18.885066275337646,0.5566254197493306,-32.643579153205835,18.885066217392836,0.5566253974364492,-32.643579155155884
610,18.65031665563569,0.5482016280293392,-32.68815946578965,7.0110310739967385,0.44815411444539327,-29.706288260176496,14.769060275864177,0.517409745093671,-31.631959868795494,18.84093530546639,0.5537592381714359,-32.64266683638714,18.84093526383177,0.5537592181738041,-32.64266682217516
612,18.577377736568316,0.5544719174504216,-32.68142271041858,7.007731417189904,0.4483885681139514,-29.7061173938702,14.717294599551492,0.5210878934894909,-31.629279285990997,18.763731814410715,0.5592448516043261,-32.63866900384818,18.763731739627183,0.5592448225149794,-32.63866899090605
613,18.53990596532807,0.5573337748646648,-32.67639112472523,7.005055883036182,0.44837151739359626,-29.70650799974644,14.675320313009053,0.5208204014876051,-31.635407201850978,18.70113118980087,0.5588459085585814,-32.64780817771921,18.7011311309251,0.5588458839380471,-32.64780818765028
614,18.503437459468703,0.5576461628079339,-32.671115398406855,7.003566605860949,0.44837963774306544,-29.706219964609144,14.651956240921594,0.5209477917624235,-31.630888443337835,18.666285930488037,0.559035903871522,-32.641068895591516,18.66628586600426,0.5590358742726842,-32.641068894220844
615,18.46616977453218,0.5564062669873162,-32.66549253463732,7.000968466016123,0.44810491739689423,-29.705195288188587,14.611196148637516,0.5166379301625845,-31.614813105908823,18.60549613384737,0.5526081536447384,-32.6170941001808,18.605496111182415,0.5526081304848564,-32.617094075562996
616,18.42343944311128,0.5548833087086584,-32.657653331756464,6.998754335919072,0.44810341977456447,-29.70501753708106,14.576460407613979,0.5166144371796291,-31.612024552572002,18.55369117862,0.5525731131302523,-32.61293518098298,18.553691096471972,0.5525730929617825,-32.612935216636195
617,18.384434163570255,0.5510385110974225,-32.6516680717467,6.9970002923529835,0.44807084376718714,-29.704719094666526,14.548942662091264,0.5161033740922264,-31.607342491281912,18.512651066058798,0.5518109182592655,-32.60595239530861,18.512651027378972,0.5518108915524927,-32.605952372831474
