frame_index,gt_x,gt_y,gt_z,raw_se3_x,raw_se3_y,raw_se3_z,hsi_se3_x,hsi_se3_y,hsi_se3_z,raw_sim3_x,raw_sim3_y,raw_sim3_z,hsi_sim3_x,hsi_sim3_y,hsi_sim3_z
300,162.79406738281247,3.842362165451048,13.458650588989254,165.2879235101407,3.8302163822830035,10.146851740956027,162.41883349629282,3.839663769866825,14.031804744852268,162.80118327125604,3.8384047597957642,13.51407578804835,162.8011832838079,3.838404762153456,13.514075797191985
301,162.80366516113284,3.8416249752044647,13.437715530395533,165.2910356856698,3.830486293326161,10.137917319513589,162.43691442274314,3.8412318822296836,13.979898088069287,162.81726938573777,3.839799867462249,13.467895832963446,162.8172693969907,3.8397998694794886,13.467895842959768
303,162.82040405273438,3.8384268283844007,13.39490032196043,165.29451660755706,3.8303493698899027,10.127842013104306,162.45713767379917,3.840436394501217,13.921363179253227,162.8352614647373,3.839092141933827,13.415818907731634,162.83526147866334,3.839092145477027,13.415818911451458
305,162.8358154296875,3.8345580101013197,13.35020542144774,165.29767003535787,3.8298025758262737,10.119196642643104,162.47545826775368,3.837259665080521,13.871135838059935,162.85156080265668,3.8362658900649436,13.37113299022002,162.85156081756824,3.8362658948889905,13.371132999060492
307,162.85325622558597,3.8332605361938445,13.302175521850591,165.30154524049718,3.8296132283035864,10.108545105147536,162.49797218473793,3.836159601087003,13.809253193486171,162.87159084046394,3.8352871965760067,13.31607765996729,162.87159084300924,3.8352871975884586,13.316077677232832
309,162.87068176269534,3.8339750766754137,13.255464553833031,165.30451987888625,3.8294506246850495,10.10004616053484,162.51525407347486,3.8352149213908264,13.759876516624075,162.8869660573245,3.834446736133317,13.272148583752108,162.88696607386365,3.8344467415113903,13.272148577981381
310,162.88058471679693,3.8342313766479506,13.23196315765382,165.30780050142974,3.829711451775594,10.094426972144067,162.53431362733338,3.8367302563666175,13.727230513232698,162.90392283540862,3.8357948909527284,13.243104300451687,162.90392284548838,3.8357948942179125,13.243104308211093
312,162.90014648437497,3.835386991500852,13.186107635498061,165.3113941723159,3.8293900904520677,10.08615166270411,162.55519192615378,3.834863230482253,13.679153118242178,162.922497687869,3.8341338487037055,13.20033114264701,162.92249770551075,3.8341338515841947,13.200331145039573
314,162.9228363037109,3.837136745452883,13.141764640808109,165.3160639949902,3.8298496051065163,10.077597124326202,162.58232237816108,3.8375329020747113,13.629453490577522,162.94663491966895,3.836508973521804,13.15611471513582,162.94663493779743,3.836508986482021,13.156114725159021
316,162.9463806152344,3.8400413990020743,13.09717655181886,165.32102802913926,3.830466217027827,10.068619027539077,162.61116211467106,3.8411152517991485,13.577293098759988,162.97229286243783,3.839696097726143,13.109709012310121,162.97229287445995,3.839696106527336,13.109709029701902
318,162.97593688964847,3.8410046100616433,13.05488967895509,165.3256283820655,3.8308097498467406,10.060546087114625,162.6378889532994,3.8431110683754803,13.530391437353693,162.99607102120027,3.8414717392995588,13.067981853074777,162.99607102279626,3.8414717307702198,13.067981885027312
319,162.99110412597656,3.840027093887333,13.03368091583251,165.32875626140063,3.8309894087038336,10.056973522916877,162.65606112336056,3.844154845401615,13.509635751793082,163.012238305018,3.842400354320085,13.049516096198078,163.01223831296164,3.8424003510721794,13.04951611071912
321,163.02507019042972,3.836944818496706,12.991360664367683,165.335140233349,3.8298832833156955,10.0491323890437,162.69315034230712,3.8377285496298854,13.464080796532363,163.0452355773918,3.836683048384653,13.00898709133627,163.04523559191608,3.836683048841332,13.008987094223485
323,163.06150817871094,3.8319659233093253,12.947401046752919,165.34231312180503,3.828886065943778,10.040366104684948,162.7348229416388,3.831934968470481,13.413151000950288,163.08231057646847,3.8315286627602734,12.963676197893765,163.082310580928,3.8315286557564425,12.963676227086161
325,163.1008453369141,3.8299319744110125,12.905326843261724,165.3498448046893,3.828581667464636,10.032515356273876,162.77858006453764,3.8301665173324686,13.367540180884781,163.12124010084236,3.8299552975250153,12.923097497712455,163.12124011440287,3.8299553124190595,12.92309750917864
327,163.13967895507812,3.831028223037716,12.864679336547857,165.35779300326237,3.8285678273692985,10.024316698155125,162.82475703401832,3.830086110664628,13.319908099348638,163.16232249833996,3.829883761277798,12.880720532833445,163.16232252019364,3.8298837767727476,12.880720529391233
328,163.15808105468753,3.831543207168581,12.843465805053718,165.36051442845243,3.8290142966093588,10.020672774268418,162.84056779355703,3.832679985849937,13.298737852470575,163.17638891482304,3.8321914573704445,12.861885934252536,163.17638892703096,3.8321914776490047,12.861885931046725
330,163.19439697265625,3.8328800201416042,12.801005363464338,165.36743512147874,3.8290540671539373,10.012451121661956,162.8807752370563,3.832911032288418,13.250972168902646,163.2121603741358,3.8323970221038945,12.819390116192439,163.21216040636844,3.8323970334411874,12.819390089130724
332,163.22821044921878,3.834542512893673,12.75395011901857,165.37414753224695,3.8288568505877616,10.003174196747976,162.91977255322698,3.831765251624753,13.197075712421572,163.2468552706979,3.831377655351757,12.77143983999226,163.2468552680212,3.831377663250781,12.771439863710107
334,163.2601318359375,3.8344321250915487,12.70269966125488,165.3789269795221,3.8290591959008458,9.99252000361856,162.94753989962575,3.832940811027222,13.135177636655328,163.27155912666876,3.8324235314087653,12.716370783383255,163.27155912809073,3.832423526782895,12.716370813166193
336,163.28871154785153,3.835506200790408,12.650255203247076,165.38467141281143,3.8297146515990277,9.981705041054715,162.9809135319294,3.8367488120558875,13.072345545366574,163.3012507718411,3.8358114300989277,12.660470746804382,163.30125074970275,3.8358114027147865,12.660470794173245
337,163.30230712890622,3.8352856636047328,12.622961044311502,165.387186228239,3.8292735376132794,9.976578058213539,162.99552403749001,3.8341861408439697,13.04255897331142,163.31424927031574,3.8335314140754595,12.633970559987365,163.31424932290926,3.8335314631730553,12.633970483432895
339,163.32873535156253,3.8322815895080553,12.56841945648193,165.39238996891524,3.829088494874753,9.965266623319753,163.0257563625404,3.833111052162062,12.976842569196627,163.34114620060393,3.832574971018792,12.57550437292575,163.34114620808137,3.8325749857344555,12.575504369018798
341,163.3533782958984,3.8278760910034224,12.513292312622047,165.3975382006019,3.8282418872531827,9.954577977424048,163.05566625444703,3.8281924884856062,12.914744320318757,163.36775621778173,3.8281990523103993,12.520257237947591,163.3677562331715,3.8281990721321475,12.520257229849912
343,163.3786163330078,3.821474552154542,12.45746231079102,165.40415190937162,3.8272481838850134,9.9416478897948,163.0940902003109,3.8224193596864695,12.839623845503866,163.40194094657463,3.8230628297574976,12.453424609801537,163.4019409827082,3.823062874961224,12.453424567069144
345,163.4027252197266,3.8184566497802765,12.403150558471673,165.40763005135742,3.8271050445735,9.931281698107838,163.1142972724197,3.821587705193141,12.779399058488233,163.41991865690727,3.822322975809576,12.399844165942957,163.41991867040736,3.822322974362357,12.399844196450113
346,163.41528320312497,3.8182268142700195,12.377081871032724,165.40957067029584,3.82690815729424,9.924553645293562,163.12557178503715,3.8204438789961794,12.740310777279802,163.42994926672242,3.8213053110652377,12.365068419267706,163.42994930056028,3.821305343008326,12.365068405653792
